customer_id,name,city,region,industry,signup_date
199,Nathaniel Oak,Patiala,West,Healthcare,2025-10-01
200,Oscar Andra,Raebareli,East,Retail,2025-07-13
201,Nachiket Lad,Rajahmundry,West,Manufacturing,2025-06-20
202,Imaran Sarna,Ranchi,West,Technology,2024-02-12
203,Tanveer Kamdar,Kharagpur,West,Healthcare,2023-03-26
204,Aachal Dube,Jehanabad,West,Healthcare,2023-05-22
205,Wahab Chhabra,Nanded,North,Technology,2023-12-11
206,Ojasvi Biswas,Phusro,South,Healthcare,2026-01-16
207,Bakhshi Sathe,Vijayawada,South,Finance,2023-06-27
208,Gabriel Mitra,Mehsana,West,Technology,2024-10-18
209,Patrick Sahni,Hosur,West,Retail,2024-09-16
210,Fitan Comar,Karaikudi,East,Education,2023-11-30
211,Chaman Puri,Bhiwandi,South,Finance,2025-05-07
212,Praneel Pai,North Dumdum,North,Finance,2024-05-21
213,Faras Sood,New Delhi,West,Healthcare,2024-01-05
214,Yoshita Sahni,Pimpri-Chinchwad,South,Manufacturing,2024-02-16
215,Vasana Batta,Dharmavaram,East,Technology,2024-06-23
216,Aarna Mangal,Anantapur,South,Technology,2024-09-14
217,Yochana Din,Ajmer,North,Retail,2023-10-08
218,Omkaar Varughese,Vasai-Virar,North,Finance,2023-04-21
219,Wriddhish Vyas,Rewa,West,Healthcare,2023-06-07
220,Libni Hans,Mahbubnagar,West,Technology,2026-01-05
221,Wishi Mukherjee,Ongole,North,Finance,2025-10-01
222,Arjun Krish,Dharmavaram,North,Education,2023-11-13
223,Baghyawati Rama,Mirzapur,West,Manufacturing,2025-06-03
224,Falan Master,Davanagere,North,Technology,2023-08-19
225,Dipta Karan,Kolkata,West,Retail,2026-01-17
226,Isaiah Pathak,Haldia,East,Manufacturing,2024-07-26
227,Jalsa Chahal,Agra,West,Finance,2026-01-15
228,William Pandit,Durg,South,Healthcare,2023-12-15
229,Yashoda Parekh,Gangtok,South,Education,2024-01-12
230,William Kaur,Vijayawada,South,Retail,2024-07-26
231,Michael Sur,Malegaon,South,Manufacturing,2024-03-02
232,Mitali Kumer,Navi Mumbai,West,Finance,2024-09-11
233,Janani Baria,Siliguri,North,Healthcare,2025-05-19
234,Madhavi Bajaj,Kolkata,West,Technology,2023-10-11
235,Varsha Oak,Shahjahanpur,South,Technology,2024-11-16
236,Finn Kunda,Chandigarh,East,Healthcare,2023-08-16
237,Praneel Pillai,Ajmer,North,Retail,2025-06-01
238,Jason Rout,Hyderabad,North,Technology,2025-12-16
239,Zarna Sood,Sangli-Miraj & Kupwad,North,Technology,2024-02-25
240,Kashish Murty,Allahabad,North,Healthcare,2024-05-16
241,Geetika Prashad,Nadiad,North,Healthcare,2025-11-15
242,Banjeet Goel,Khammam,North,Education,2024-12-21
243,Noah Vora,Navi Mumbai,North,Finance,2024-02-06
244,Timothy Issac,Mirzapur,West,Education,2025-03-08
245,Ekta Muni,Ulhasnagar,South,Manufacturing,2025-05-14
246,Dev Krishnamurthy,Barasat,West,Finance,2025-06-18
247,Jalsa Sachdev,Bihar Sharif,East,Finance,2024-07-27
248,Udyati Dewan,Panihati,North,Manufacturing,2023-08-26
249,Harini Kohli,Nagpur,East,Finance,2023-09-02
250,Darsh Sahni,Bhind,South,Technology,2024-02-05
251,Finn Bera,Jodhpur,West,Retail,2023-05-21
252,Tamanna Dube,Surendranagar Dudhrej,West,Healthcare,2025-06-26
253,Zayan Badami,Kakinada,South,Technology,2024-05-13
254,Bahadurjit Lata,Rajpur Sonarpur,North,Education,2026-03-01
255,Harrison Prabhakar,Alappuzha,North,Healthcare,2024-07-28
256,Dayita Dyal,Shimoga,East,Technology,2024-09-14
257,Amrita Nazareth,Navi Mumbai,East,Finance,2024-10-26
258,Abhimanyu Chokshi,Nanded,West,Manufacturing,2023-12-18
259,Baljiwan Mitra,South Dumdum,South,Manufacturing,2025-05-10
260,Tejas Bava,Raiganj,West,Retail,2024-02-29
261,Frado Sheth,Pondicherry,East,Education,2023-06-04
262,Krisha Kapadia,Bareilly,West,Technology,2025-04-25
263,Parth Rau,Muzaffarnagar,South,Retail,2024-11-05
264,Reyansh Raman,Sirsa,West,Manufacturing,2025-10-21
265,Odika Deo,Maheshtala,West,Technology,2024-03-01
266,Balhaar Rajagopalan,Eluru,East,Healthcare,2026-02-15
267,Victor Mannan,Dharmavaram,West,Healthcare,2023-10-13
268,Caleb Wali,Bulandshahr,North,Retail,2023-09-19
269,Jasmit Menon,Sambhal,South,Education,2023-11-16
270,Xiti Lata,Secunderabad,South,Technology,2024-01-07
271,Azad Chana,Ramgarh,East,Retail,2025-08-06
272,Yashoda Vig,Aurangabad,South,Healthcare,2024-08-15
273,Jeremiah Sura,Ahmedabad,North,Healthcare,2023-09-18
274,Sai Murty,Gandhidham,North,Healthcare,2023-10-22
275,Pranit Vaidya,Nellore,East,Retail,2024-09-20
276,Azad Hayre,Madanapalle,North,Finance,2026-01-10
277,Anya Raja,Yamunanagar,North,Healthcare,2024-06-07
278,Dipta Doshi,Tirunelveli,West,Technology,2023-10-31
279,Aashi Devi,North Dumdum,South,Technology,2024-03-13
280,Aashi Ranganathan,Bongaigaon,North,Education,2024-04-14
281,Damyanti Dubey,Shimoga,West,Healthcare,2025-04-08
282,Raksha Warrior,Gurgaon,North,Finance,2025-10-07
283,Nihal Mane,Bellary,South,Finance,2025-03-11
284,Sai Gill,Begusarai,North,Technology,2023-04-14
285,Aadhya Rattan,Rajahmundry,West,Healthcare,2023-04-16
286,Qabil Maharaj,Udaipur,West,Healthcare,2024-05-05
287,Oviya Loyal,Aurangabad,South,Education,2023-07-11
288,Indira Chakraborty,Giridih,East,Healthcare,2024-10-02
289,Maanas Borra,Morbi,South,Healthcare,2023-08-11
290,Jagvi Dugar,Alappuzha,North,Manufacturing,2023-10-23
291,Rehaan Grover,Proddatur,East,Retail,2024-02-04
292,Oviya Lad,Karaikudi,South,Manufacturing,2023-12-27
293,Anthony Chauhan,Gopalpur,East,Technology,2025-01-22
294,Faraj Walla,Chinsurah,North,Manufacturing,2025-10-12
295,Neha Babu,Siwan,South,Education,2023-09-04
296,Dev Malhotra,Aizawl,South,Retail,2025-02-24
297,Abeer Dora,Narasaraopet,South,Retail,2024-12-27
298,Atharv Mani,Nadiad,North,Retail,2025-08-03
299,Bhavini Dara,Asansol,East,Retail,2023-11-29
300,Hemani Hari,Alappuzha,West,Technology,2024-08-21
301,Aditya Chaudhuri,Tadipatri,North,Technology,2026-02-28
302,Dominic Kuruvilla,Satna,West,Technology,2024-07-08
303,Vedhika Wason,Shahjahanpur,South,Healthcare,2025-12-18
304,Aashi Mammen,Muzaffarnagar,East,Retail,2023-04-14
305,Tara Bala,Jabalpur,North,Retail,2024-10-16
306,Aryan Dhar,Tirunelveli,East,Finance,2023-06-15
307,Gaurav Kade,Kottayam,North,Finance,2024-09-22
308,Viraj Viswanathan,Dibrugarh,South,Finance,2024-09-19
309,Tanvi Sanghvi,Tiruppur,North,Finance,2023-10-02
310,Ronith Bhatti,Eluru,North,Finance,2025-05-17
311,Nikita Vala,Thoothukudi,West,Healthcare,2026-02-09
312,Omisha Rajan,Ghaziabad,South,Technology,2025-10-31
313,Advaith Bahri,Ramgarh,West,Technology,2024-05-31
314,Bhavani Ben,Ambarnath,South,Retail,2025-05-16
315,Tara Kara,Tiruchirappalli,South,Retail,2024-09-14
316,Sara Patel,Hajipur,East,Education,2026-02-09
317,Omya Doctor,Kavali,South,Retail,2024-07-27
318,Pallavi Shankar,Ghaziabad,South,Manufacturing,2026-02-14
319,Upkaar Anand,Berhampur,South,Manufacturing,2023-05-02
320,Michael Tank,Chandrapur,East,Manufacturing,2025-10-05
321,Janani Iyer,Bhavnagar,North,Retail,2025-01-24
322,Ekantika Talwar,Madurai,East,Manufacturing,2025-08-14
323,Shivansh Mallick,Raebareli,South,Healthcare,2025-10-21
324,Damini Bal,Unnao,North,Technology,2025-10-12
325,Unni Maharaj,Vadodara,South,Finance,2025-03-01
326,Anya Sarma,Hubli–Dharwad,West,Healthcare,2024-10-02
327,Isaiah Randhawa,Arrah,North,Technology,2023-10-26
328,Mitesh Tella,Fatehpur,South,Healthcare,2023-04-10
329,Atharv Nair,Vellore,East,Technology,2024-03-26
330,Jhalak Nagarajan,Kulti,South,Retail,2025-02-02
331,Gaurav Bose,Hajipur,West,Retail,2024-02-11
332,Yadavi Batra,Panvel,East,Manufacturing,2026-01-29
333,Eshana Vig,Khammam,West,Education,2025-02-21
334,Arjun Mallick,Ahmedabad,East,Finance,2025-07-14
335,Yauvani Mohanty,Nellore,East,Manufacturing,2025-10-11
336,Yatin Issac,Vasai-Virar,North,Healthcare,2025-10-14
337,Ijaya Sankar,Ambarnath,West,Healthcare,2023-08-18
338,Dayamai Oommen,Unnao,North,Finance,2025-11-03
339,Girik Master,Dehradun,South,Manufacturing,2024-02-13
340,Jagvi Sura,Farrukhabad,North,Healthcare,2023-11-30
341,Megha Thakur,Ranchi,North,Manufacturing,2023-10-27
342,Gavin Sarkar,Faridabad,South,Manufacturing,2023-04-19
343,Chakradhar Mital,Jaipur,South,Technology,2023-06-02
344,Janani Nagy,Haridwar,South,Technology,2025-05-28
345,Tanmayi Sridhar,Bhagalpur,East,Education,2025-12-13
346,Manbir Srinivasan,Gudivada,West,Technology,2025-02-02
347,Netra Nigam,Jaipur,West,Manufacturing,2024-06-08
348,Aarnav Dey,Kadapa,South,Retail,2024-06-25
349,Lekha Bose,Muzaffarpur,West,Manufacturing,2024-11-23
350,Manthan Biswas,Dharmavaram,South,Technology,2023-08-04
351,Nihal Bhavsar,Mangalore,West,Healthcare,2024-10-17
352,Leena Kota,Ludhiana,West,Technology,2024-02-18
353,Falguni Butala,Bally,East,Education,2024-03-06
354,Neel Kohli,Bathinda,East,Healthcare,2024-03-08
355,Tamanna Pradhan,Jehanabad,South,Finance,2023-09-21
356,Oeshi Natarajan,Alwar,North,Technology,2025-04-07
357,Owen Balan,Gaya,South,Technology,2025-01-13
358,Harita Chowdhury,South Dumdum,North,Technology,2024-09-20
359,Peter Wadhwa,Bhubaneswar,East,Retail,2026-01-31
360,Prisha Pandya,Buxar,West,Healthcare,2023-05-06
361,Sarthak Vyas,Aligarh,East,Finance,2025-12-14
362,Ansh Peri,Allahabad,North,Manufacturing,2023-07-15
363,Abhimanyu Sanghvi,Katni,South,Education,2023-06-08
364,Elijah Upadhyay,Allahabad,South,Retail,2024-05-12
365,Dayamai Handa,Jaipur,North,Education,2025-03-09
366,Nihal Prashad,Proddatur,West,Education,2023-04-20
367,Eshana Murthy,North Dumdum,South,Retail,2025-05-24
368,Rehaan Sodhi,Warangal,East,Manufacturing,2023-10-31
369,Akshay Mahajan,Mirzapur,East,Manufacturing,2026-02-15
370,Yahvi Dhillon,Proddatur,East,Finance,2023-09-26
371,Manya Kohli,Silchar,South,Healthcare,2024-04-22
372,Baljiwan Nayak,Tadepalligudem,North,Finance,2024-03-02
373,Faris Zachariah,Jamshedpur,West,Education,2024-04-28
374,Harsh Srivastava,Katihar,North,Manufacturing,2025-12-24
375,Yachana Dalal,Vasai-Virar,South,Finance,2025-04-13
376,Charvi Naik,Ratlam,North,Technology,2023-06-12
377,Devansh Bali,North Dumdum,West,Education,2025-10-01
378,Vrinda De,Guna,South,Retail,2024-03-14
379,Tamanna Nadig,Ambala,North,Finance,2024-07-17
380,Chandran Mangal,Kulti,North,Healthcare,2025-06-11
381,Gagan Sharaf,Kulti,East,Healthcare,2026-02-06
382,Vyanjana Panchal,Gorakhpur,West,Retail,2023-06-11
383,Widisha Mangat,Kollam,South,Manufacturing,2024-09-22
384,Samar Gera,Dhule,West,Technology,2026-02-14
385,Yashica Bala,Jammu,North,Manufacturing,2025-01-13
386,Dhriti Raju,Guna,East,Retail,2024-03-12
387,Adweta Majumdar,Meerut,South,Manufacturing,2025-08-08
388,Zarna Date,Panihati,North,Manufacturing,2023-11-02
389,Dalaja Rana,Moradabad,North,Education,2024-03-22
390,Rushil Maharaj,Vadodara,West,Retail,2025-01-29
391,Nandini Anne,Eluru,East,Healthcare,2025-11-29
392,Zehaan Kant,Singrauli,East,Retail,2023-10-29
393,Girindra Hayer,Gwalior,West,Technology,2025-10-17
394,Lohit Kuruvilla,Tadepalligudem,North,Finance,2025-12-11
395,Jeet Basu,Siwan,North,Manufacturing,2024-11-10
396,Ekalinga Deshpande,Vasai-Virar,South,Finance,2025-05-24
397,Gaurav Kuruvilla,Kamarhati,South,Retail,2023-11-19
398,Meera Krishna,Latur,West,Finance,2023-10-06
399,Viraj Tank,Bally,West,Retail,2023-04-29
400,Falguni Tripathi,Ozhukarai,South,Retail,2024-05-19
401,Janya Bora,Aizawl,East,Retail,2025-01-23
402,Chakradev Mann,Ranchi,East,Retail,2024-10-30
403,Madhav Padmanabhan,Raurkela Industrial Township,South,Healthcare,2024-12-14
404,Nikita Kashyap,Erode,South,Manufacturing,2024-11-14
405,Vivaan Pandey,Shimoga,East,Manufacturing,2023-05-02
406,Onkar Mangal,Shimoga,South,Technology,2024-04-08
407,Upasna Pandit,Saharsa,East,Retail,2026-01-26
408,Nihal Murthy,Buxar,West,Education,2025-03-01
409,Aarav Saini,Hajipur,North,Healthcare,2025-08-21
410,Samaksh Patel,Bikaner,West,Technology,2023-08-13
411,Vidhi Som,Vijayanagaram,East,Healthcare,2025-06-28
412,Chaman Bose,Ballia,East,Technology,2025-02-07
413,Zansi Pillay,Patna,East,Manufacturing,2023-12-29
414,Sai Mistry,Dharmavaram,South,Education,2024-04-06
415,Netra Borah,Tirupati,South,Healthcare,2024-07-10
416,Priya Narayanan,Dehradun,West,Retail,2023-10-30
417,Irya More,Phagwara,South,Finance,2024-11-21
418,Tamanna Gokhale,Bilaspur,South,Technology,2026-01-28
419,Chandani Wason,Mumbai,North,Technology,2024-12-21
420,Mohammed Samra,Howrah,North,Retail,2024-08-21
421,Falak Bhardwaj,Bhusawal,West,Finance,2024-06-02
422,Urvi Mutti,Kishanganj,East,Technology,2025-11-06
423,Arunima Bhandari,Bulandshahr,South,Technology,2025-03-23
424,Warjas Pillai,Tenali,East,Healthcare,2026-03-03
425,Advaith Raman,Gandhidham,South,Education,2023-11-11
426,Panini Manda,Hubli–Dharwad,East,Finance,2023-07-04
427,Kalpit Khare,Moradabad,North,Manufacturing,2026-01-20
428,Vasatika Wali,Panipat,North,Healthcare,2024-12-01
429,Agastya Sathe,Anantapur,West,Education,2025-12-14
430,Sai Yadav,Ambarnath,South,Healthcare,2026-01-21
431,Jagrati Raman,Ambarnath,South,Manufacturing,2023-07-15
432,Darsh Sachdeva,Amritsar,South,Technology,2025-09-22
433,Yash Kanda,Muzaffarnagar,South,Healthcare,2025-02-06
434,Charan Bose,Nanded,North,Healthcare,2024-10-07
435,Anusha Varma,Narasaraopet,West,Finance,2023-12-14
436,Chatura Dey,Khammam,North,Retail,2025-02-10
437,Ikbal Radhakrishnan,Bilaspur,East,Retail,2026-02-28
438,George Amble,Kavali,East,Finance,2025-05-20
439,Vedant Ghosh,Kolkata,South,Healthcare,2025-08-25
440,Oeshi Dhawan,Bhavnagar,East,Finance,2024-12-20
441,Ayaan Naidu,Arrah,West,Technology,2024-03-04
442,Girik Ramesh,Sultan Pur Majra,West,Finance,2025-04-17
443,Indali Madan,Jammu,East,Finance,2025-11-01
444,Jalsa Narang,Amaravati,East,Education,2024-10-25
445,Zehaan Warrior,Dhule,North,Manufacturing,2025-01-08
446,Udant Ray,Dehradun,West,Retail,2023-11-24
447,Nidra Wagle,Thrissur,East,Healthcare,2025-09-06
